id,user_id,username,action,resource,result,ip,created_time
275,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.689527+08
276,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.700527+08
277,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.702527+08
278,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.717541+08
279,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.720527+08
280,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.721528+08
281,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.722527+08
282,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.727529+08
283,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.728527+08
284,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.746527+08
285,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.747528+08
286,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.75353+08
287,1,admin,product.update,product:{product_id},SUCCESS,127.0.0.1,2026-07-22 10:54:35.758536+08
